,households,name,latitude,longitude,geometry,GEOID
470459644003,443,GX - Rustbelt Traditions,36.003196,-89.400434,POINT (-89.400434 36.003196),4704590996
470459644004,413,HT - Small Town Simplicity,36.0225402,-89.3594341,POINT (-89.3594341 36.0225402),4704590046
470459644005,945,HT - Traditional Living,36.0311848,-89.3578095,POINT (-89.3578095 36.0311848),4704591376
470459645001,531,CCL - Salt of the Earth,36.0436317,-89.2444405,POINT (-89.2444405 36.0436317),4704590426
470459645002,373,CCL - Salt of the Earth,36.0089288,-89.2792444,POINT (-89.2792444 36.0089288),4704590426
470459646001,520,CCL - Heartland Communities,35.9450248,-89.3896756,POINT (-89.3896756 35.9450248),4704590046
470459646002,570,CCL - Heartland Communities,35.9553671,-89.2799434,POINT (-89.27994339999999 35.9553671),4704590046
470459648001,727,RO - Southern Satellites,36.0697074,-89.5528648,POINT (-89.55286479999999 36.0697074),4704590806
470459648002,583,RO - Rooted Rural,36.0032087,-89.481543,POINT (-89.481543 36.0032087),4704590806
470459649001,611,CCL - Salt of the Earth,36.1367669,-89.3578436,POINT (-89.3578436 36.1367669),4704590616
470459649002,601,CCL - Salt of the Earth,36.1082441,-89.3922427,POINT (-89.3922427 36.1082441),4704590616
470459649003,798,CCL - Salt of the Earth,36.0830407,-89.4363331,POINT (-89.4363331 36.0830407),4704590806
470470603001,419,RO - Rural Bypasses,35.3729842,-89.4881777,POINT (-89.48817769999999 35.3729842),4704790428
470470603002,224,MG - Front Porches,35.3281199,-89.6238538,POINT (-89.62385380000001 35.3281199),4704790428
470470603003,268,RO - Rooted Rural,35.3278786,-89.5519922,POINT (-89.5519922 35.3278786),4704790428
470470603004,291,CCL - The Great Outdoors,35.3624505,-89.6114578,POINT (-89.6114578 35.3624505),4704790428
470470604011,526,RO - Southern Satellites,35.2802198,-89.6114222,POINT (-89.61142220000001 35.2802198),4704790428
470470604012,656,AE - Exurbanites,35.2380628,-89.6158311,POINT (-89.61583109999999 35.2380628),4704791378
470470604021,395,CCL - The Great Outdoors,35.2427197,-89.569343,POINT (-89.569343 35.2427197),4704791378
470470604022,563,CCL - Green Acres,35.271455,-89.5413596,POINT (-89.54135960000001 35.271455),4704790428
470470604023,460,FL - Middleburg,35.2395182,-89.5336587,POINT (-89.5336587 35.2395182),4704790618
470470604031,674,CCL - Salt of the Earth,35.1668487,-89.5451748,POINT (-89.5451748 35.1668487),4704790808
470470604032,589,CCL - Green Acres,35.2082495,-89.5364959,POINT (-89.53649590000001 35.2082495),4704790998
470470604033,354,AE - Exurbanites,35.2006065,-89.5811078,POINT (-89.5811078 35.2006065),4704791378
470470604041,720,CCL - Green Acres,35.2308622,-89.480963,POINT (-89.480963 35.2308622),4704790998
470470604042,1580,EE - Up and Coming Families,35.2130031,-89.5040845,POINT (-89.5040845 35.2130031),4704790998
470470605011,603,CCL - The Great Outdoors,35.2092882,-89.4130707,POINT (-89.41307070000001 35.2092882),4704790998
470470605012,369,RO - Rooted Rural,35.2645678,-89.4382486,POINT (-89.43824859999999 35.2645678),4704790428
470470605013,327,RO - Rural Bypasses,35.2524392,-89.3705557,POINT (-89.3705557 35.2524392),4704790428
470470605014,372,RO - Rural Bypasses,35.2313058,-89.3538791,POINT (-89.3538791 35.2313058),4704790048
470470605021,477,RO - Southern Satellites,35.1599835,-89.3330173,POINT (-89.33301729999999 35.1599835),4704791188
470470605022,527,RO - Southern Satellites,35.2222595,-89.2451743,POINT (-89.2451743 35.2222595),4704790238
470470605023,310,HT - Small Town Simplicity,35.234694,-89.3450961,POINT (-89.34509610000001 35.234694),4704790048
470470605024,374,RO - Rural Bypasses,35.1973944,-89.337593,POINT (-89.337593 35.1973944),4704790238
470470606001,253,RO - Rural Bypasses,35.0224127,-89.2847516,POINT (-89.28475160000001 35.0224127),4704791188
470470606002,378,RO - Rooted Rural,35.0979673,-89.2788655,POINT (-89.27886549999999 35.0979673),4704791188
470470606003,600,CCL - Salt of the Earth,35.0779563,-89.4292375,POINT (-89.4292375 35.0779563),4704790998
470470606004,326,RO - Rural Bypasses,35.0280548,-89.4023517,POINT (-89.4023517 35.0280548),4704791188
470470607011,549,CCL - The Great Outdoors,35.12598,-89.5766223,POINT (-89.5766223 35.12598),4704790808
470470607012,381,RO - Rooted Rural,35.083896,-89.4907311,POINT (-89.4907311 35.083896),4704790808
470470607021,694,AE - Exurbanites,35.054126,-89.6060434,POINT (-89.6060434 35.054126),4704790808
470470607022,491,CCL - Salt of the Earth,35.0351294,-89.5576086,POINT (-89.55760859999999 35.0351294),4704790808
470470608001,431,RO - Southern Satellites,35.3461469,-89.2504684,POINT (-89.2504684 35.3461469),4704790238
470470608002,236,CCL - Prairie Living,35.3337308,-89.3942928,POINT (-89.3942928 35.3337308),4704790428
470470608003,310,RO - Southern Satellites,35.2915632,-89.3140336,POINT (-89.3140336 35.2915632),4704790238
470499650001,774,RO - Rural Bypasses,36.4817266,-84.819056,POINT (-84.819056 36.4817266),4704990810
470499650002,658,RO - Rooted Rural,36.464836,-85.0191138,POINT (-85.0191138 36.464836),4704990240
470499651001,514,RO - Rural Bypasses,36.443877,-84.9070786,POINT (-84.90707860000001 36.443877),4704990810
470499651002,331,HT - Small Town Simplicity,36.4498406,-84.9608748,POINT (-84.9608748 36.4498406),4704990240
470499651003,486,RO - Rural Bypasses,36.4147422,-84.9121142,POINT (-84.9121142 36.4147422),4704990050
470499651004,595,HT - Small Town Simplicity,36.4133883,-84.9802371,POINT (-84.9802371 36.4133883),4704990240
470499652001,949,RO - Rooted Rural,36.3327707,-84.9379558,POINT (-84.9379558 36.3327707),4704990430
470499652002,1009,RO - Rooted Rural,36.3853293,-84.8556841,POINT (-84.8556841 36.3853293),4704990810
470499652003,351,CCL - The Great Outdoors,36.3783416,-84.7530245,POINT (-84.7530245 36.3783416),4704990810
470499653001,738,RO - Rural Bypasses,36.2389539,-84.9423541,POINT (-84.9423541 36.2389539),4704990620
470499653002,615,RO - Rooted Rural,36.264568,-85.0560876,POINT (-85.0560876 36.264568),4704990620
470499653003,491,RO - Rooted Rural,36.1699059,-85.0185089,POINT (-85.0185089 36.1699059),4704990620
470519601001,467,RO - Rooted Rural,35.2624411,-85.9590052,POINT (-85.95900519999999 35.2624411),4705191002
470519601002,514,RO - Rooted Rural,35.273218,-86.0443527,POINT (-86.0443527 35.273218),4705191002
470519601003,415,RO - Rural Bypasses,35.2458477,-86.0778084,POINT (-86.0778084 35.2458477),4705191002
470519602011,215,RO - Southern Satellites,35.2805393,-86.2140046,POINT (-86.2140046 35.2805393),4705191192
470519602012,1069,GX - Comfortable Empty Nesters,35.3053427,-86.2376427,POINT (-86.23764269999999 35.3053427),4705191192
470519602013,505,CCL - Rural Resort Dwellers,35.2340299,-86.2378246,POINT (-86.2378246 35.2340299),4705190432
470519602014,784,GX - Comfortable Empty Nesters,35.2480791,-86.1610201,POINT (-86.1610201 35.2480791),4705191192
470519602021,680,CCL - Salt of the Earth,35.294408,-86.1691549,POINT (-86.1691549 35.294408),4705191002
470519602022,883,RO - Southern Satellites,35.3241591,-86.1149302,POINT (-86.1149302 35.3241591),4705191002
470519602023,658,CCL - Salt of the Earth,35.2570478,-86.1228041,POINT (-86.1228041 35.2570478),4705191382
470519603001,534,RO - Rooted Rural,35.1577786,-86.1999736,POINT (-86.19997360000001 35.1577786),4705190432
470519603002,644,RO - Rooted Rural,35.1636777,-86.2637627,POINT (-86.2637627 35.1636777),4705190432
470519604001,821,HT - Small Town Simplicity,35.211799,-86.0910154,POINT (-86.0910154 35.211799),4705191382
470519604002,730,GX - Midlife Constants,35.2014165,-86.1125203,POINT (-86.1125203 35.2014165),4705190242
470519604003,484,HT - Traditional Living,35.18814,-86.1271697,POINT (-86.1271697 35.18814),4705190052
470519604004,1146,CCL - Prairie Living,35.2034453,-86.1370222,POINT (-86.1370222 35.2034453),4705190052
470519605001,524,HT - Small Town Simplicity,35.185341,-86.0843592,POINT (-86.08435919999999 35.185341),4705190242
470519605002,575,HT - Small Town Simplicity,35.168955,-86.0876579,POINT (-86.0876579 35.168955),4705190052
470519605003,463,CCL - Heartland Communities,35.1633578,-86.1091648,POINT (-86.1091648 35.1633578),4705190622
470519606001,1014,RO - Rural Bypasses,35.1713962,-86.0053976,POINT (-86.00539759999999 35.1713962),4705190622
470519606002,438,HT - Small Town Simplicity,35.1706524,-86.0031676,POINT (-86.0031676 35.1706524),4705190622
470519606003,656,RO - Rooted Rural,35.0756234,-86.0941532,POINT (-86.09415319999999 35.0756234),4705190812
470519607001,282,RO - Rooted Rural,35.1997332,-85.8894888,POINT (-85.8894888 35.1997332),4705190812
470519607002,418,RO - Rooted Rural,35.0697681,-85.9453203,POINT (-85.94532030000001 35.0697681),4705190812
470519607003,403,SS - Golden Years,35.2124969,-85.9424235,POINT (-85.9424235 35.2124969),4705190812
470519608001,728,RO - Rooted Rural,35.0548982,-86.2259277,POINT (-86.2259277 35.0548982),4705190432
470519608002,442,RO - Rooted Rural,35.0544131,-86.2686315,POINT (-86.2686315 35.0544131),4705190432
470539661001,632,RO - Rooted Rural,36.1572776,-89.0335955,POINT (-89.0335955 36.1572776),4705392904
470539661002,485,CCL - Heartland Communities,36.119524,-88.9877856,POINT (-88.9877856 36.119524),4705392904
470539662001,353,CCL - Heartland Communities,36.0375277,-89.0221614,POINT (-89.0221614 36.0375277),4705393474
470539662002,537,HT - Small Town Simplicity,36.0858245,-88.9887642,POINT (-88.98876420000001 36.0858245),4705393474
470539662003,537,CCL - Heartland Communities,36.0533035,-88.9615775,POINT (-88.9615775 36.0533035),4705393474
470539663001,566,RO - Rooted Rural,36.0036007,-88.8767112,POINT (-88.8767112 36.0036007),4705393284
470539663002,417,RO - Rural Bypasses,36.0056375,-88.9264263,POINT (-88.9264263 36.0056375),4705393284
470539664001,509,CCL - Heartland Communities,35.9324926,-88.7338928,POINT (-88.73389280000001 35.9324926),4705392714
470539664002,283,CCL - Heartland Communities,35.9264082,-88.7558117,POINT (-88.7558117 35.9264082),4705392524
470539664003,395,HT - Small Town Simplicity,35.9347091,-88.7703895,POINT (-88.77038949999999 35.9347091),4705392524
470539664004,352,RO - Rooted Rural,35.9691787,-88.8073214,POINT (-88.80732140000001 35.9691787),4705391954
470539664005,642,RO - Southern Satellites,35.9868691,-88.7388771,POINT (-88.7388771 35.9868691),4705391954
470539665001,519,HT - Small Town Simplicity,35.923672,-88.802664,POINT (-88.80266399999999 35.923672),4705391954
470539665002,463,GX - Midlife Constants,35.8986959,-88.76122,POINT (-88.76121999999999 35.8986959),4705392144
470539665003,431,MG - Hardscrabble Road,35.9127837,-88.7665447,POINT (-88.7665447 35.9127837),4705392334
470539665004,460,RO - Southern Satellites,35.8825697,-88.7801629,POINT (-88.78016289999999 35.8825697),4705391954
470539665005,610,GX - Midlife Constants,35.8991108,-88.7501838,POINT (-88.7501838 35.8991108),4705392144
470539666001,306,RO - Southern Satellites,35.8981817,-88.8585524,POINT (-88.85855239999999 35.8981817),4705391194
470539666002,373,CCL - Salt of the Earth,35.8680987,-88.8337859,POINT (-88.8337859 35.8680987),4705391004
470539667001,549,CCL - Salt of the Earth,35.9562975,-88.9944422,POINT (-88.99444219999999 35.9562975),4705391574
470539667002,516,HT - Small Town Simplicity,35.9560853,-88.9479742,POINT (-88.9479742 35.9560853),4705391764
470539667003,631,HT - Small Town Simplicity,35.9745289,-88.9308735,POINT (-88.9308735 35.9745289),4705391764
470539667004,696,HT - Small Town Simplicity,35.9287691,-88.9114006,POINT (-88.91140059999999 35.9287691),4705391194
470539668001,237,RO - Rooted Rural,35.8897756,-89.0513331,POINT (-89.05133309999999 35.8897756),4705391384
470539668002,272,CCL - Prairie Living,35.9819147,-89.1054695,POINT (-89.1054695 35.9819147),4705391384
470539669001,493,RO - Rural Bypasses,35.8541205,-88.957779,POINT (-88.957779 35.8541205),4705391384
470539669002,312,HT - Modest Income Homes,35.8177067,-88.9338222,POINT (-88.93382219999999 35.8177067),4705390624
470539669003,291,HT - Modest Income Homes,35.8264499,-88.9210886,POINT (-88.9210886 35.8264499),4705390814
470539670001,415,HT - Modest Income Homes,35.8303153,-88.9104015,POINT (-88.91040150000001 35.8303153),4705390814
470539670002,403,CCL - Heartland Communities,35.8111367,-88.9043121,POINT (-88.9043121 35.8111367),4705390434
470539670003,506,HT - Small Town Simplicity,35.8196051,-88.8987524,POINT (-88.89875240000001 35.8196051),4705390434
470539670004,577,GX - Midlife Constants,35.8292698,-88.8950379,POINT (-88.89503790000001 35.8292698),4705390244
470539670005,986,RO - Rural Bypasses,35.8364276,-88.8746563,POINT (-88.8746563 35.8364276),4705390244
470539671001,1700,FL - Soccer Moms,35.8255569,-88.7779408,POINT (-88.7779408 35.8255569),4705390054
470539671002,663,FL - Middleburg,35.8033407,-88.7783448,POINT (-88.7783448 35.8033407),4705390054
470539673001,442,RO - Rooted Rural,36.1121657,-89.1125749,POINT (-89.1125749 36.1121657),4705392904
470539674001,313,RO - Rooted Rural,36.1413019,-88.9237868,POINT (-88.9237868 36.1413019),4705393284
470539674002,605,RO - Rooted Rural,36.0690559,-88.8388753,POINT (-88.8388753 36.0690559),4705393094
470539674003,518,RO - Rooted Rural,36.0615704,-88.7636443,POINT (-88.7636443 36.0615704),4705391954
470539801001,0,,35.8743115,-88.7232877,POINT (-88.7232877 35.8743115),4705392144
470559201001,717,RO - Southern Satellites,35.3789135,-87.1204629,POINT (-87.12046290000001 35.3789135),4705590436
470559201002,533,RO - Rooted Rural,35.3722013,-86.9863916,POINT (-86.9863916 35.3722013),4705590626
470559202001,745,RO - Rooted Rural,35.2813487,-87.1434041,POINT (-87.1434041 35.2813487),4705590436
470559202002,825,HT - Small Town Simplicity,35.2298158,-87.0792131,POINT (-87.0792131 35.2298158),4705590436
470559202003,300,HT - Small Town Simplicity,35.2027236,-87.0343557,POINT (-87.03435570000001 35.2027236),4705591006
470559203001,808,RO - Rooted Rural,35.2466727,-86.889842,POINT (-86.889842 35.2466727),4705590626
470559203002,749,RO - Southern Satellites,35.2682237,-86.999613,POINT (-86.999613 35.2682237),4705590626
470559203003,603,RO - Southern Satellites,35.2071478,-86.9656621,POINT (-86.9656621 35.2071478),4705590816
470559203004,554,HT - Small Town Simplicity,35.2031279,-87.0213332,POINT (-87.0213332 35.2031279),4705591006
470559204001,645,RO - Rooted Rural,35.14757,-86.9697576,POINT (-86.96975759999999 35.14757),4705590816
470559204002,576,HT - Small Town Simplicity,35.1944356,-87.0224113,POINT (-87.0224113 35.1944356),4705591196
470559205001,870,RO - Rooted Rural,35.1754986,-87.1362733,POINT (-87.1362733 35.1754986),4705590436
470559205002,544,HT - Small Town Simplicity,35.1771083,-87.0684253,POINT (-87.0684253 35.1771083),4705590246
470559205003,494,HT - Small Town Simplicity,35.1883379,-87.046747,POINT (-87.046747 35.1883379),4705591196
470559206001,604,RO - Rooted Rural,35.0908132,-87.1365452,POINT (-87.1365452 35.0908132),4705590246
470559206002,484,RO - Rooted Rural,35.0317636,-87.1734962,POINT (-87.1734962 35.0317636),4705590246
470559207001,708,RO - Rooted Rural,35.0498299,-87.0151835,POINT (-87.01518350000001 35.0498299),4705590056
470559208001,594,RO - Rooted Rural,35.0899824,-86.8985467,POINT (-86.8985467 35.0899824),4705590816
470559208002,682,RO - Rooted Rural,35.0292402,-86.8708121,POINT (-86.87081209999999 35.0292402),4705590056
470575001001,514,RO - Rural Bypasses,36.3749851,-83.4183704,POINT (-83.4183704 36.3749851),4705790628
470575001002,496,RO - Rooted Rural,36.3022536,-83.5798509,POINT (-83.5798509 36.3022536),4705790628
470575001003,540,RO - Southern Satellites,36.3050662,-83.6345572,POINT (-83.6345572 36.3050662),4705790628
470575002001,540,RO - Rooted Rural,36.1973145,-83.6023821,POINT (-83.6023821 36.1973145),4705790438
470575002002,537,RO - Rooted Rural,36.1763508,-83.6556202,POINT (-83.6556202 36.1763508),4705790438
470575002003,856,RO - Southern Satellites,36.1463582,-83.6936504,POINT (-83.6936504 36.1463582),4705790438
470575003001,572,HT - Small Town Simplicity,36.2946634,-83.5005462,POINT (-83.5005462 36.2946634),4705790058
470575003002,759,RO - Rooted Rural,36.2571232,-83.4457901,POINT (-83.4457901 36.2571232),4705790248
470575003003,518,RO - Rooted Rural,36.2229169,-83.4854562,POINT (-83.4854562 36.2229169),4705790058
470575003004,343,RO - Rooted Rural,36.2065129,-83.532109,POINT (-83.53210900000001 36.2065129),4705790058
470575003005,477,RO - Rooted Rural,36.2601802,-83.5746836,POINT (-83.5746836 36.2601802),4705790058
470575004011,647,RO - Rural Bypasses,36.346471,-83.3639034,POINT (-83.3639034 36.346471),4705790248
470575004012,452,RO - Rooted Rural,36.3526653,-83.2801819,POINT (-83.2801819 36.3526653),4705790818
470575004021,809,RO - Rooted Rural,36.2900929,-83.3867902,POINT (-83.38679019999999 36.2900929),4705790818
470575004022,813,RO - Rooted Rural,36.3217852,-83.3188708,POINT (-83.3188708 36.3217852),4705790818
470575004023,489,RO - Rural Bypasses,36.2967439,-83.2856103,POINT (-83.2856103 36.2967439),4705790818
470590901001,349,RO - Down the Road,36.2059387,-82.7850712,POINT (-82.7850712 36.2059387),4705990060
470590901002,434,HT - Small Town Simplicity,36.1812264,-82.8115554,POINT (-82.8115554 36.1812264),4705991200
470590901003,467,SS - Social Security Set ,36.1691283,-82.8461697,POINT (-82.8461697 36.1691283),4705991200
470590901004,461,HT - Small Town Simplicity,36.1616073,-82.8806212,POINT (-82.88062119999999 36.1616073),4705991200
470590901005,471,RO - Rural Bypasses,36.189804,-82.8353546,POINT (-82.8353546 36.189804),4705990060
470590901006,536,HT - Small Town Simplicity,36.1808313,-82.8908809,POINT (-82.8908809 36.1808313),4705991200
470590902001,643,GX - Midlife Constants,36.1938707,-82.7595798,POINT (-82.7595798 36.1938707),4705990440
470590902002,406,SS - Silver & Gold,36.1675779,-82.7359197,POINT (-82.7359197 36.1675779),4705990440
470590903001,653,SS - Retirement Communities,36.180671,-82.7841171,POINT (-82.7841171 36.180671),4705990440
470590903002,609,GX - Midlife Constants,36.1706285,-82.8036882,POINT (-82.8036882 36.1706285),4705990440
470590903003,757,GX - Comfortable Empty Nesters,36.1655475,-82.7798142,POINT (-82.7798142 36.1655475),4705990440
470590903004,480,CCL - Salt of the Earth,36.1495911,-82.7674212,POINT (-82.7674212 36.1495911),4705990440
470590904001,644,HT - Small Town Simplicity,36.1659415,-82.8235669,POINT (-82.8235669 36.1659415),4705991200
470590904002,313,GX - Midlife Constants,36.1547646,-82.8174588,POINT (-82.8174588 36.1547646),4705990630
470590904003,615,RO - Rooted Rural,36.1364115,-82.7918536,POINT (-82.7918536 36.1364115),4705990630
470590904004,641,GX - Midlife Constants,36.1609701,-82.8074799,POINT (-82.8074799 36.1609701),4705991200
470590905001,487,RO - Rooted Rural,36.1241067,-82.8675132,POINT (-82.8675132 36.1241067),4705990820
470590905002,512,GX - Midlife Constants,36.1371015,-82.8447261,POINT (-82.8447261 36.1371015),4705990630
470590905003,671,RO - Rooted Rural,36.1072825,-82.8331383,POINT (-82.8331383 36.1072825),4705990630
470590905004,688,CCL - Heartland Communities,36.1507496,-82.8312915,POINT (-82.83129150000001 36.1507496),4705990630
470590905005,596,CCL - Heartland Communities,36.1383495,-82.8745898,POINT (-82.8745898 36.1383495),4705990820
470590906001,518,RO - Rooted Rural,36.1110097,-82.9861175,POINT (-82.98611750000001 36.1110097),4705991200
470590906002,481,RO - Rooted Rural,36.1250665,-82.9283726,POINT (-82.9283726 36.1250665),4705991200
470590906003,630,RO - Rooted Rural,36.0890803,-82.8956604,POINT (-82.8956604 36.0890803),4705990820
470590907001,548,RO - Rooted Rural,36.2019983,-82.9671219,POINT (-82.9671219 36.2019983),4705991010
470590907002,529,RO - Rooted Rural,36.1894075,-82.9291877,POINT (-82.9291877 36.1894075),4705991010
470590908001,460,RO - Southern Satellites,36.2388168,-82.7558014,POINT (-82.7558014 36.2388168),4705990250
470590908002,553,RO - Rooted Rural,36.2384828,-82.8616243,POINT (-82.8616243 36.2384828),4705990060
470590908003,730,RO - Southern Satellites,36.2591411,-82.7997239,POINT (-82.7997239 36.2591411),4705990060
470590909001,735,RO - Southern Satellites,36.2819313,-82.6697066,POINT (-82.6697066 36.2819313),4705990250
470590909002,628,RO - Rooted Rural,36.2268224,-82.7237421,POINT (-82.7237421 36.2268224),4705990250
470590909003,728,RO - Southern Satellites,36.2065497,-82.6894086,POINT (-82.68940859999999 36.2065497),4705990250
470590910001,877,RO - Rooted Rural,36.0666007,-82.8117007,POINT (-82.8117007 36.0666007),4705990630
470590910002,630,RO - Southern Satellites,36.1294326,-82.6844315,POINT (-82.6844315 36.1294326),4705990630
470590910003,512,RO - Southern Satellites,36.0591578,-82.7027946,POINT (-82.7027946 36.0591578),4705990630
470590910004,582,RO - Rooted Rural,36.172924,-82.6785385,POINT (-82.6785385 36.172924),4705990250
470590910005,535,RO - Southern Satellites,36.1086526,-82.742308,POINT (-82.74230799999999 36.1086526),4705990630
470590911001,746,RO - Rooted Rural,36.0483431,-82.9669086,POINT (-82.9669086 36.0483431),4705990820
470590911002,726,RO - Rooted Rural,35.9872103,-82.8615572,POINT (-82.86155719999999 35.9872103),4705990820
470590912001,767,RO - Southern Satellites,36.2082119,-83.0722607,POINT (-83.0722607 36.2082119),4705991010
470590912002,648,RO - Rooted Rural,36.1481807,-83.0824417,POINT (-83.0824417 36.1481807),4705991010
470590913001,502,RO - Southern Satellites,36.2733037,-82.9818159,POINT (-82.9818159 36.2733037),4705991010
470590913002,674,RO - Southern Satellites,36.2340469,-82.9536083,POINT (-82.9536083 36.2340469),4705991010
470590913003,542,RO - Southern Satellites,36.1779883,-82.9889642,POINT (-82.9889642 36.1779883),4705991010
470590914001,556,RO - Southern Satellites,36.3057481,-82.8842396,POINT (-82.8842396 36.3057481),4705990060
470590914002,587,RO - Rural Bypasses,36.3516542,-82.7890736,POINT (-82.78907359999999 36.3516542),4705990060
470590915001,688,RO - Rooted Rural,36.3177852,-82.7244707,POINT (-82.7244707 36.3177852),4705990060
470590915002,656,RO - Rooted Rural,36.3811564,-82.6825247,POINT (-82.6825247 36.3811564),4705990060
470619550001,412,RO - Rooted Rural,35.4841199,-85.6483053,POINT (-85.6483053 35.4841199),4706190062
470619550002,746,RO - Rooted Rural,35.4497311,-85.8058537,POINT (-85.8058537 35.4497311),4706190062
470619551001,402,RO - Rooted Rural,35.3344355,-85.8320247,POINT (-85.83202470000001 35.3344355),4706190062
470619551002,280,RO - Rooted Rural,35.2581527,-85.8614734,POINT (-85.86147339999999 35.2581527),4706190062
470619552001,348,RO - Rural Bypasses,35.3423589,-85.5847545,POINT (-85.5847545 35.3423589),4706190252
470619552002,598,RO - Rural Bypasses,35.4027852,-85.565398,POINT (-85.565398 35.4027852),4706190062
470619552003,684,RO - Rooted Rural,35.3833083,-85.6580574,POINT (-85.6580574 35.3833083),4706190252
470619553001,804,RO - Rural Bypasses,35.2399892,-85.7497086,POINT (-85.74970860000001 35.2399892),4706190442
470619553002,576,RO - Rural Bypasses,35.2900969,-85.7336796,POINT (-85.7336796 35.2900969),4706190252
470619553003,471,RO - Rural Bypasses,35.3448817,-85.7171191,POINT (-85.71711910000001 35.3448817),4706190252
470619553004,602,RO - Rural Bypasses,35.2799439,-85.7864308,POINT (-85.78643080000001 35.2799439),4706190442
470631001001,819,RO - Down the Road,36.2464585,-83.2842971,POINT (-83.2842971 36.2464585),4706391204
470631001002,376,EE - Southwestern Families,36.2357909,-83.2774698,POINT (-83.27746980000001 36.2357909),4706391204
470631001003,566,HT - Small Town Simplicity,36.2328571,-83.2690285,POINT (-83.2690285 36.2328571),4706390254
470631001004,809,HT - Small Town Simplicity,36.2240669,-83.2888411,POINT (-83.2888411 36.2240669),4706390254
470631002001,755,CCL - Heartland Communities,36.2193233,-83.2728266,POINT (-83.2728266 36.2193233),4706390444
470631002002,835,HT - Traditional Living,36.2095147,-83.2829165,POINT (-83.2829165 36.2095147),4706390444
470631002003,743,CCL - Heartland Communities,36.2062476,-83.2695701,POINT (-83.2695701 36.2062476),4706390634
470631003001,642,MG - Hardscrabble Road,36.2047155,-83.3037374,POINT (-83.3037374 36.2047155),4706391964
470631003002,589,MG - Hardscrabble Road,36.2005897,-83.288418,POINT (-83.28841799999999 36.2005897),4706390634
470631004001,344,HT - Small Town Simplicity,36.2338101,-83.292835,POINT (-83.292835 36.2338101),4706390064
470631004002,620,HT - Small Town Simplicity,36.2335065,-83.302391,POINT (-83.302391 36.2335065),4706390064
470631004003,407,HT - Small Town Simplicity,36.2231306,-83.3074372,POINT (-83.3074372 36.2231306),4706390064
470631004004,335,HT - Small Town Simplicity,36.2189426,-83.3001351,POINT (-83.30013510000001 36.2189426),4706390064
470631004005,611,CCL - Heartland Communities,36.2141929,-83.3160133,POINT (-83.31601329999999 36.2141929),4706390064
470631005001,595,GX - Midlife Constants,36.2285619,-83.3375428,POINT (-83.33754279999999 36.2285619),4706390824
470631005002,667,RO - Rooted Rural,36.2613118,-83.3314094,POINT (-83.3314094 36.2613118),4706391014
470631006001,580,CCL - Salt of the Earth,36.2697098,-83.2139122,POINT (-83.2139122 36.2697098),4706391584
470631006002,761,CCL - Salt of the Earth,36.2595168,-83.2327647,POINT (-83.2327647 36.2595168),4706391394
470631006003,736,CCL - Salt of the Earth,36.2692721,-83.2562173,POINT (-83.2562173 36.2692721),4706391204
470631006004,570,RO - Southern Satellites,36.2410314,-83.2509423,POINT (-83.25094230000001 36.2410314),4706391204
470631006005,366,RO - Rooted Rural,36.2525616,-83.26712,POINT (-83.26712000000001 36.2525616),4706391204
470631007001,658,CCL - Salt of the Earth,36.2425342,-83.203748,POINT (-83.203748 36.2425342),4706391394
470631007002,641,RO - Southern Satellites,36.198686,-83.2523776,POINT (-83.2523776 36.198686),4706390444
470631007003,464,CCL - Salt of the Earth,36.1972468,-83.2291839,POINT (-83.2291839 36.1972468),4706391774
470631007004,620,CCL - Salt of the Earth,36.1494534,-83.2266296,POINT (-83.2266296 36.1494534),4706391774
470631008001,685,HT - Small Town Simplicity,36.187176,-83.3280092,POINT (-83.3280092 36.187176),4706391964
470631008002,573,RO - Southern Satellites,36.1584599,-83.3006174,POINT (-83.30061739999999 36.1584599),4706391964
470631009001,497,CCL - Heartland Communities,36.2077547,-83.3341391,POINT (-83.3341391 36.2077547),4706390824
470631009002,573,HT - Small Town Simplicity,36.2043482,-83.3520978,POINT (-83.3520978 36.2043482),4706392534
470631009003,855,CCL - Salt of the Earth,36.1979867,-83.3704774,POINT (-83.3704774 36.1979867),4706392154
470631010001,548,RO - Southern Satellites,36.2995817,-83.1790693,POINT (-83.17906929999999 36.2995817),4706391584
470631010002,280,CCL - Heartland Communities,36.2763505,-83.1426677,POINT (-83.1426677 36.2763505),4706391584
470631010003,717,RO - Southern Satellites,36.2450382,-83.1300787,POINT (-83.1300787 36.2450382),4706391584
470631010004,597,CCL - Green Acres,36.2099308,-83.1748933,POINT (-83.17489329999999 36.2099308),4706391774
470631011001,357,CCL - Salt of the Earth,36.1632812,-83.3558375,POINT (-83.35583750000001 36.1632812),4706391964
470631011002,358,CCL - Salt of the Earth,36.1709133,-83.3909548,POINT (-83.3909548 36.1709133),4706392154
470631011003,757,CCL - Salt of the Earth,36.1877796,-83.4374121,POINT (-83.4374121 36.1877796),4706392344
470631011004,622,CCL - Salt of the Earth,36.1673306,-83.4470825,POINT (-83.44708249999999 36.1673306),4706392344
470631012001,294,GX - Midlife Constants,36.2295687,-83.3658372,POINT (-83.3658372 36.2295687),4706392534
470631012002,802,FL - Middleburg,36.2262797,-83.3948661,POINT (-83.3948661 36.2262797),4706392534
470631012003,741,CCL - Salt of the Earth,36.1895864,-83.3957489,POINT (-83.3957489 36.1895864),4706392154
