,households,name,latitude,longitude,geometry,GEOID
470010201001,863,MS - Set to Impress,36.0006904,-84.2626851,POINT (-84.2626851 36.0006904),4700190952
470010201002,756,MG - Front Porches,35.9931686,-84.2912234,POINT (-84.29122340000001 35.9931686),4700190952
470010202011,1250,AE - Exurbanites,36.0053253,-84.1964948,POINT (-84.1964948 36.0053253),4700191332
470010202012,499,SS - Golden Years,36.0215989,-84.2175189,POINT (-84.2175189 36.0215989),4700191332
470010202021,574,AE - Exurbanites,36.0358349,-84.2058695,POINT (-84.20586950000001 36.0358349),4700191332
470010202022,680,SS - Retirement Communities,36.0263376,-84.2283045,POINT (-84.22830449999999 36.0263376),4700191332
470010202023,674,HT - Small Town Simplicity,36.009853,-84.2450101,POINT (-84.2450101 36.009853),4700191332
470010203001,544,GX - Rustbelt Traditions,36.0436596,-84.2225704,POINT (-84.2225704 36.0436596),4700191142
470010203002,441,GX - Midlife Constants,36.0481865,-84.2267625,POINT (-84.22676250000001 36.0481865),4700191142
470010203003,644,GX - Rustbelt Traditions,36.035823,-84.2322942,POINT (-84.2322942 36.035823),4700191142
470010204001,511,GX - Midlife Constants,36.0393838,-84.2521487,POINT (-84.25214870000001 36.0393838),4700191142
470010204002,701,HT - Small Town Simplicity,36.0238071,-84.2595673,POINT (-84.2595673 36.0238071),4700191142
470010204003,794,HT - Small Town Simplicity,36.0235801,-84.2512921,POINT (-84.2512921 36.0235801),4700191142
470010205001,553,MG - Old and Newcomers,36.0099463,-84.28094,POINT (-84.28094 36.0099463),4700190952
470010205002,380,MG - Hardscrabble Road,36.0189938,-84.2743968,POINT (-84.27439680000001 36.0189938),4700190952
470010205003,590,HT - Traditional Living,36.0156606,-84.2911159,POINT (-84.29111589999999 36.0156606),4700190952
470010206001,584,AE - Exurbanites,36.0007288,-84.3137848,POINT (-84.31378479999999 36.0007288),4700190952
470010206002,424,GX - Midlife Constants,36.0058986,-84.3003178,POINT (-84.3003178 36.0058986),4700190952
470010207001,380,RO - Rural Bypasses,36.1671557,-84.3138607,POINT (-84.31386070000001 36.1671557),4700190572
470010207002,292,RO - Rural Bypasses,36.1581686,-84.2030527,POINT (-84.2030527 36.1581686),4700190572
470010208001,724,RO - Rural Bypasses,36.2216857,-84.1261797,POINT (-84.12617969999999 36.2216857),4700190572
470010208002,482,HT - Small Town Simplicity,36.213327,-84.149201,POINT (-84.14920100000001 36.213327),4700190572
470010208003,740,RO - Rural Bypasses,36.1890457,-84.1415526,POINT (-84.1415526 36.1890457),4700190572
470010209011,618,GX - Midlife Constants,36.1980282,-84.0716154,POINT (-84.0716154 36.1980282),4700190382
470010209012,867,CCL - Salt of the Earth,36.2386677,-84.0366192,POINT (-84.0366192 36.2386677),4700190382
470010209013,996,RO - Rooted Rural,36.185565,-84.0011964,POINT (-84.0011964 36.185565),4700190382
470010209021,530,RO - Southern Satellites,36.184687,-84.0858614,POINT (-84.0858614 36.184687),4700190382
470010209022,996,CCL - Salt of the Earth,36.1584736,-84.1040855,POINT (-84.1040855 36.1584736),4700190382
470010209023,377,CCL - The Great Outdoors,36.1391253,-84.0695382,POINT (-84.0695382 36.1391253),4700190002
470010209024,498,RO - Southern Satellites,36.115908,-84.0550936,POINT (-84.05509360000001 36.115908),4700190002
470010210001,637,RO - Rural Bypasses,36.0937493,-84.2931932,POINT (-84.2931932 36.0937493),4700190762
470010210002,511,RO - Southern Satellites,36.0677779,-84.2516078,POINT (-84.2516078 36.0677779),4700190762
470010210003,755,RO - Southern Satellites,36.0356939,-84.3018135,POINT (-84.30181349999999 36.0356939),4700190762
470010210004,543,GX - Midlife Constants,36.020075,-84.3176327,POINT (-84.3176327 36.020075),4700190762
470010211001,622,CCL - The Great Outdoors,36.0770372,-84.2042038,POINT (-84.2042038 36.0770372),4700190762
470010211002,490,CCL - Salt of the Earth,36.0911765,-84.167998,POINT (-84.167998 36.0911765),4700190762
470010211003,612,SS - Silver & Gold,36.074682,-84.1766773,POINT (-84.17667729999999 36.074682),4700190762
470010212011,425,CCL - Salt of the Earth,36.1174988,-84.1346474,POINT (-84.13464740000001 36.1174988),4700190192
470010212012,422,CCL - Heartland Communities,36.1084409,-84.1522042,POINT (-84.1522042 36.1084409),4700190762
470010212013,635,CCL - Salt of the Earth,36.138387,-84.1452538,POINT (-84.14525380000001 36.138387),4700190572
470010212014,391,RO - Southern Satellites,36.1427684,-84.1797775,POINT (-84.1797775 36.1427684),4700190572
470010212021,386,GX - Midlife Constants,36.101275,-84.1113961,POINT (-84.11139609999999 36.101275),4700190192
470010212022,691,MS - Set to Impress,36.1185919,-84.1229617,POINT (-84.1229617 36.1185919),4700190192
470010212023,757,HT - Small Town Simplicity,36.105304,-84.1320646,POINT (-84.13206460000001 36.105304),4700190192
470010212024,733,GX - Midlife Constants,36.0896776,-84.142008,POINT (-84.142008 36.0896776),4700190192
470010213011,399,CCL - Salt of the Earth,36.052432,-84.169838,POINT (-84.169838 36.052432),4700190002
470010213012,972,CCL - Salt of the Earth,36.0800114,-84.1272938,POINT (-84.1272938 36.0800114),4700190192
470010213021,493,GX - Comfortable Empty Nesters,36.0362767,-84.1534559,POINT (-84.1534559 36.0362767),4700190002
470010213022,683,CCL - Salt of the Earth,36.0580939,-84.1094055,POINT (-84.10940549999999 36.0580939),4700190002
470010213023,701,RO - Rural Bypasses,36.0159688,-84.1117129,POINT (-84.1117129 36.0159688),4700190002
470010213024,731,RO - Southern Satellites,36.0161495,-84.1401695,POINT (-84.1401695 36.0161495),4700190002
470010213025,296,RO - Southern Satellites,36.0415576,-84.0851098,POINT (-84.0851098 36.0415576),4700190002
470019801001,0,,35.9625044,-84.2588507,POINT (-84.2588507 35.9625044),4700190952
470039501001,559,CCL - Green Acres,35.6088272,-86.3060224,POINT (-86.3060224 35.6088272),4700390004
470039501002,860,CCL - Salt of the Earth,35.5969532,-86.4241056,POINT (-86.4241056 35.5969532),4700390194
470039502001,1142,RO - Southern Satellites,35.6517506,-86.557551,POINT (-86.557551 35.6517506),4700390384
470039502002,1032,RO - Southern Satellites,35.5772399,-86.538903,POINT (-86.538903 35.5772399),4700390194
470039502003,480,RO - Southern Satellites,35.5915725,-86.616558,POINT (-86.616558 35.5915725),4700390384
470039503001,886,RO - Southern Satellites,35.5008868,-86.598445,POINT (-86.598445 35.5008868),4700390574
470039503002,547,RO - Rooted Rural,35.4117138,-86.5719635,POINT (-86.5719635 35.4117138),4700390574
470039504011,749,CCL - Salt of the Earth,35.4436381,-86.4819129,POINT (-86.4819129 35.4436381),4700390574
470039504012,552,CCL - Heartland Communities,35.4666851,-86.4587,POINT (-86.45869999999999 35.4666851),4700390954
470039504013,768,EE - Barrios Urbanos,35.4760248,-86.4825218,POINT (-86.4825218 35.4760248),4700390574
470039504021,1012,RO - Southern Satellites,35.5299402,-86.4991503,POINT (-86.4991503 35.5299402),4700390194
470039504022,670,MG - Hardscrabble Road,35.4890208,-86.4877728,POINT (-86.4877728 35.4890208),4700391524
470039504023,1004,RO - Down the Road,35.509496,-86.4694184,POINT (-86.4694184 35.509496),4700390194
470039505001,575,RO - Down the Road,35.499914,-86.41992,POINT (-86.41992 35.499914),4700391144
470039505002,802,RO - Southern Satellites,35.5110073,-86.4325377,POINT (-86.4325377 35.5110073),4700391144
470039505003,601,CCL - Heartland Communities,35.5355868,-86.4401749,POINT (-86.4401749 35.5355868),4700390194
470039505004,368,HT - Traditional Living,35.4894288,-86.4534458,POINT (-86.4534458 35.4894288),4700391144
470039506001,558,MG - Hardscrabble Road,35.4752049,-86.4533459,POINT (-86.4533459 35.4752049),4700390954
470039506002,626,MG - Hardscrabble Road,35.4806741,-86.4440577,POINT (-86.4440577 35.4806741),4700390954
470039506003,695,MG - Hardscrabble Road,35.4804476,-86.4272585,POINT (-86.42725849999999 35.4804476),4700390954
470039506004,964,RO - Southern Satellites,35.4681685,-86.408868,POINT (-86.408868 35.4681685),4700390764
470039507001,540,RO - Rooted Rural,35.5184711,-86.2876795,POINT (-86.2876795 35.5184711),4700390004
470039507002,587,CCL - Salt of the Earth,35.5181248,-86.3657577,POINT (-86.3657577 35.5181248),4700390004
470039508001,644,CCL - Salt of the Earth,35.3838526,-86.4287855,POINT (-86.4287855 35.3838526),4700390764
470039508002,545,CCL - Salt of the Earth,35.4286011,-86.3186568,POINT (-86.3186568 35.4286011),4700390764
470059630001,749,SS - Senior Escapes,36.3010463,-88.0344627,POINT (-88.03446270000001 36.3010463),4700590956
470059630002,763,RO - Rooted Rural,36.1853777,-88.0183905,POINT (-88.0183905 36.1853777),4700590956
470059631001,476,RO - Rooted Rural,36.0954209,-88.0227499,POINT (-88.02274989999999 36.0954209),4700590576
470059631002,451,RO - Rooted Rural,36.1320075,-88.1312557,POINT (-88.1312557 36.1320075),4700590196
470059631003,344,CCL - Rural Resort Dwellers,36.0522942,-88.0204767,POINT (-88.0204767 36.0522942),4700590576
470059632001,398,RO - Rooted Rural,35.8996259,-88.1560803,POINT (-88.1560803 35.8996259),4700590006
470059632002,444,SS - Senior Escapes,35.8957961,-88.0185798,POINT (-88.0185798 35.8957961),4700590006
470059633001,332,HT - Small Town Simplicity,36.0586162,-88.1137849,POINT (-88.1137849 36.0586162),4700590766
470059633002,590,HT - Small Town Simplicity,36.0751051,-88.1138973,POINT (-88.1138973 36.0751051),4700590766
470059633003,680,HT - Small Town Simplicity,36.0729885,-88.0913122,POINT (-88.0913122 36.0729885),4700590576
470059634001,525,RO - Rural Bypasses,36.0430279,-88.1789019,POINT (-88.1789019 36.0430279),4700590196
470059634002,516,RO - Rooted Rural,36.0031505,-88.1245073,POINT (-88.1245073 36.0031505),4700590386
470059634003,643,RO - Rooted Rural,36.008845,-88.0611377,POINT (-88.0611377 36.008845),4700590386
470079530001,881,RO - Rooted Rural,35.6579248,-85.0450185,POINT (-85.0450185 35.6579248),4700790198
470079530002,710,RO - Rooted Rural,35.4584498,-85.2003416,POINT (-85.2003416 35.4584498),4700790388
470079531001,571,RO - Rooted Rural,35.6766574,-85.1022132,POINT (-85.10221319999999 35.6766574),4700790198
470079531002,415,HT - Small Town Simplicity,35.6307407,-85.1849007,POINT (-85.1849007 35.6307407),4700790198
470079531003,489,HT - Small Town Simplicity,35.5914495,-85.2231115,POINT (-85.2231115 35.5914495),4700790958
470079531004,668,RO - Rooted Rural,35.5014237,-85.2626393,POINT (-85.2626393 35.5014237),4700790958
470079532001,628,RO - Rural Bypasses,35.7195404,-85.1882794,POINT (-85.1882794 35.7195404),4700790768
470079532002,677,RO - Rural Bypasses,35.5809333,-85.323581,POINT (-85.323581 35.5809333),4700790008
470090101001,551,MG - Hardscrabble Road,35.7844902,-83.9639813,POINT (-83.9639813 35.7844902),4700990010
470090101002,569,HT - Traditional Living,35.7739986,-83.9773812,POINT (-83.9773812 35.7739986),4700990010
470090102001,343,HT - Small Town Simplicity,35.8134891,-83.9701472,POINT (-83.9701472 35.8134891),4700990200
470090102002,848,GX - Rustbelt Traditions,35.7987354,-83.9750723,POINT (-83.97507229999999 35.7987354),4700990200
470090102003,754,GX - Comfortable Empty Nesters,35.7850614,-83.9937129,POINT (-83.99371290000001 35.7850614),4700990200
470090102004,866,CCL - The Great Outdoors,35.7789666,-84.0139407,POINT (-84.01394070000001 35.7789666),4700990200
470090103011,923,CCL - The Great Outdoors,35.8653054,-83.9954721,POINT (-83.9954721 35.8653054),4700991720
470090103012,596,GX - Midlife Constants,35.8465979,-83.9705135,POINT (-83.9705135 35.8465979),4700991720
470090103013,1081,MS - Young and Restless,35.8526108,-83.9549958,POINT (-83.95499580000001 35.8526108),4700991720
470090103021,400,GX - Midlife Constants,35.8367527,-84.0309285,POINT (-84.0309285 35.8367527),4700991720
470090103022,499,GX - Midlife Constants,35.829189,-84.0081263,POINT (-84.0081263 35.829189),4700991720
470090103023,516,MG - Old and Newcomers,35.8219396,-83.9926525,POINT (-83.99265250000001 35.8219396),4700990200
470090104001,752,CCL - Salt of the Earth,35.8378318,-83.9152659,POINT (-83.91526589999999 35.8378318),4700991530
470090104002,587,CCL - Heartland Communities,35.8132059,-83.950703,POINT (-83.950703 35.8132059),4700991530
470090105001,767,SS - Social Security Set ,35.7577809,-83.9789808,POINT (-83.9789808 35.7577809),4700990010
470090105002,546,GX - Rustbelt Traditions,35.7491738,-83.9886535,POINT (-83.9886535 35.7491738),4700990010
470090106001,485,SS - Social Security Set ,35.7506991,-83.9630022,POINT (-83.96300220000001 35.7506991),4700990770
470090106002,652,GX - Midlife Constants,35.7403865,-83.9793825,POINT (-83.9793825 35.7403865),4700990770
470090106003,379,HT - Traditional Living,35.7466563,-83.9786494,POINT (-83.97864939999999 35.7466563),4700990770
470090107001,532,FL - Middleburg,35.7716076,-83.9484212,POINT (-83.9484212 35.7716076),4700990390
470090107002,306,GX - Midlife Constants,35.7663879,-83.9442215,POINT (-83.9442215 35.7663879),4700990010
470090107003,537,GX - Midlife Constants,35.7597102,-83.9428162,POINT (-83.9428162 35.7597102),4700990580
470090107004,600,CCL - Heartland Communities,35.7608773,-83.9582003,POINT (-83.9582003 35.7608773),4700990010
470090108001,724,HT - Traditional Living,35.7883826,-83.951927,POINT (-83.951927 35.7883826),4700990390
470090108002,568,HT - Traditional Living,35.7709675,-83.9604059,POINT (-83.9604059 35.7709675),4700990010
470090109001,485,GX - Midlife Constants,35.8009668,-83.9299262,POINT (-83.9299262 35.8009668),4700990390
470090109002,441,CCL - Heartland Communities,35.7961023,-83.939617,POINT (-83.939617 35.7961023),4700990390
470090109003,840,GX - Rustbelt Traditions,35.7823385,-83.9344033,POINT (-83.9344033 35.7823385),4700990390
470090109004,747,CCL - Green Acres,35.7940621,-83.9076847,POINT (-83.9076847 35.7940621),4700990390
470090110011,568,RO - Rooted Rural,35.7715749,-83.8947921,POINT (-83.8947921 35.7715749),4700990390
470090110012,779,GX - Midlife Constants,35.7628948,-83.9216953,POINT (-83.9216953 35.7628948),4700990390
470090110013,724,RO - Rooted Rural,35.7520122,-83.9269577,POINT (-83.9269577 35.7520122),4700990580
470090110014,387,GX - Midlife Constants,35.7418383,-83.9284195,POINT (-83.9284195 35.7418383),4700990580
470090110021,654,GX - Comfortable Empty Nesters,35.7667075,-83.8669828,POINT (-83.8669828 35.7667075),4700991340
470090110022,539,RO - Rooted Rural,35.7401482,-83.8743061,POINT (-83.8743061 35.7401482),4700991340
470090110023,582,RO - Rooted Rural,35.7301205,-83.9073479,POINT (-83.9073479 35.7301205),4700990580
470090111011,394,CCL - Green Acres,35.7293809,-83.9573118,POINT (-83.9573118 35.7293809),4700990770
470090111012,1193,RO - Southern Satellites,35.7062298,-83.9495095,POINT (-83.9495095 35.7062298),4700990580
470090111013,535,GX - Comfortable Empty Nesters,35.7337015,-83.9440009,POINT (-83.94400090000001 35.7337015),4700990580
470090111021,601,FL - Middleburg,35.7285164,-83.9876628,POINT (-83.9876628 35.7285164),4700990770
470090111022,1256,GX - Midlife Constants,35.7237991,-83.9722328,POINT (-83.9722328 35.7237991),4700990770
470090111023,911,GX - Comfortable Empty Nesters,35.7142249,-83.9962338,POINT (-83.9962338 35.7142249),4700990770
470090111024,644,GX - Comfortable Empty Nesters,35.7022099,-83.9766171,POINT (-83.9766171 35.7022099),4700990580
470090112001,951,MS - Set to Impress,35.7606126,-84.0103224,POINT (-84.01032240000001 35.7606126),4700990010
470090112002,1483,RO - Down the Road,35.7448675,-84.0230246,POINT (-84.0230246 35.7448675),4700990010
470090112003,1347,CCL - Heartland Communities,35.7309056,-84.0094909,POINT (-84.0094909 35.7309056),4700990770
470090113011,1115,CCL - Salt of the Earth,35.8618294,-83.7969835,POINT (-83.7969835 35.8618294),4700991530
470090113012,736,CCL - Green Acres,35.832929,-83.8406493,POINT (-83.8406493 35.832929),4700991530
470090113013,400,CCL - Salt of the Earth,35.7991803,-83.8685068,POINT (-83.86850680000001 35.7991803),4700991530
470090113021,638,RO - Southern Satellites,35.7815833,-83.7909286,POINT (-83.7909286 35.7815833),4700991340
470090113022,580,CCL - Green Acres,35.7888862,-83.8473559,POINT (-83.8473559 35.7888862),4700991530
470090113023,925,RO - Southern Satellites,35.8208431,-83.80112,POINT (-83.80112 35.8208431),4700991340
470090114011,477,CCL - Rural Resort Dwellers,35.6942179,-83.7335673,POINT (-83.7335673 35.6942179),4700991340
470090114012,371,CCL - Rural Resort Dwellers,35.7311006,-83.767307,POINT (-83.767307 35.7311006),4700991340
470090114021,543,RO - Southern Satellites,35.6758623,-83.9316661,POINT (-83.9316661 35.6758623),4700990580
470090114022,436,RO - Rural Bypasses,35.7164214,-83.861709,POINT (-83.861709 35.7164214),4700990580
470090114023,623,CCL - Rural Resort Dwellers,35.6735209,-83.8359773,POINT (-83.8359773 35.6735209),4700991340
470090114024,431,CCL - Rural Resort Dwellers,35.6638617,-83.7548083,POINT (-83.75480829999999 35.6638617),4700991340
470090115011,738,RO - Rooted Rural,35.5808476,-84.0109841,POINT (-84.0109841 35.5808476),4700991150
470090115021,657,CCL - Salt of the Earth,35.6521295,-84.0776425,POINT (-84.0776425 35.6521295),4700990960
470090115022,1047,RO - Southern Satellites,35.6129745,-84.1300313,POINT (-84.1300313 35.6129745),4700991150
470090115031,766,GX - Comfortable Empty Nesters,35.6923976,-84.0169716,POINT (-84.01697160000001 35.6923976),4700990580
470090115032,770,GX - Comfortable Empty Nesters,35.6845982,-83.9912405,POINT (-83.9912405 35.6845982),4700990580
470090115033,731,CCL - Salt of the Earth,35.6540784,-84.0083094,POINT (-84.0083094 35.6540784),4700990580
470090115034,562,CCL - Salt of the Earth,35.6364273,-84.0580438,POINT (-84.05804379999999 35.6364273),4700991150
470090116021,574,RO - Southern Satellites,35.7291301,-84.0520028,POINT (-84.0520028 35.7291301),4700990960
470090116022,729,CCL - Salt of the Earth,35.7094942,-84.0329749,POINT (-84.0329749 35.7094942),4700990960
470090116023,666,RO - Southern Satellites,35.6786707,-84.0857732,POINT (-84.08577320000001 35.6786707),4700990960
470090116024,1654,CCL - Salt of the Earth,35.7006882,-84.1086866,POINT (-84.1086866 35.7006882),4700990960
470090116031,571,RO - Southern Satellites,35.72837,-84.1422064,POINT (-84.14220640000001 35.72837),4700991150
470090116032,417,CCL - Salt of the Earth,35.7669331,-84.1086869,POINT (-84.1086869 35.7669331),4700991150
470090116033,911,CCL - Salt of the Earth,35.7457614,-84.0819498,POINT (-84.0819498 35.7457614),4700990200
470090116041,587,CCL - Salt of the Earth,35.7947697,-84.0416572,POINT (-84.0416572 35.7947697),4700991720
470090116042,1017,CCL - Salt of the Earth,35.7815407,-84.068952,POINT (-84.068952 35.7815407),4700991720
470090116051,683,CCL - The Great Outdoors,35.7839974,-84.1435139,POINT (-84.1435139 35.7839974),4700991150
470090116052,795,CCL - Green Acres,35.8230166,-84.1017651,POINT (-84.10176509999999 35.8230166),4700991720
470099801001,0,,35.8091541,-83.9968257,POINT (-83.9968257 35.8091541),4700990200
470099802001,0,,35.5891287,-83.831902,POINT (-83.831902 35.5891287),4700991340
470110101001,435,GX - Midlife Constants,35.2076102,-84.8502973,POINT (-84.85029729999999 35.2076102),4701190202
470110101002,766,GX - Midlife Constants,35.2013024,-84.8659087,POINT (-84.86590870000001 35.2013024),4701191152
470110101003,496,MG - Old and Newcomers,35.1935009,-84.8783216,POINT (-84.87832160000001 35.1935009),4701191152
470110101004,504,HT - Small Town Simplicity,35.1860628,-84.8684273,POINT (-84.86842729999999 35.1860628),4701190392
470110102001,742,MG - Old and Newcomers,35.1921223,-84.8436227,POINT (-84.8436227 35.1921223),4701191152
470110102002,1107,MG - Old and Newcomers,35.1816934,-84.8485528,POINT (-84.84855279999999 35.1816934),4701190392
470110102003,560,CCL - Salt of the Earth,35.174518,-84.8566483,POINT (-84.8566483 35.174518),4701190392
470110103001,572,MG - Hardscrabble Road,35.1565833,-84.8516521,POINT (-84.8516521 35.1565833),4701190582
470110103002,779,HT - Traditional Living,35.16608,-84.8329248,POINT (-84.8329248 35.16608),4701190392
470110104001,548,SS - Social Security Set ,35.1654538,-84.8639828,POINT (-84.8639828 35.1654538),4701190392
470110104002,522,MG - Hardscrabble Road,35.1608104,-84.860054,POINT (-84.86005400000001 35.1608104),4701190392
470110105001,577,SP - College Towns,35.1688467,-84.8729205,POINT (-84.87292050000001 35.1688467),4701190392
470110105002,498,SP - College Towns,35.1609748,-84.8770938,POINT (-84.8770938 35.1609748),4701190392
470110106001,742,MG - Old and Newcomers,35.18066,-84.8780065,POINT (-84.8780065 35.18066),4701191152
470110106002,749,MG - Old and Newcomers,35.1708429,-84.8867507,POINT (-84.88675069999999 35.1708429),4701191152
470110107001,337,HT - Traditional Living,35.1521366,-84.883544,POINT (-84.883544 35.1521366),4701190772
470110107002,460,MG - Hardscrabble Road,35.1488185,-84.8741549,POINT (-84.87415489999999 35.1488185),4701190772
470110107003,489,MG - Hardscrabble Road,35.1368358,-84.8784011,POINT (-84.8784011 35.1368358),4701190772
470110107004,570,MG - Hardscrabble Road,35.1418493,-84.8925845,POINT (-84.8925845 35.1418493),4701190772
470110108001,543,MG - Hardscrabble Road,35.1479478,-84.8664461,POINT (-84.8664461 35.1479478),4701190772
470110108002,331,MG - Hardscrabble Road,35.1445,-84.8580107,POINT (-84.85801069999999 35.1445),4701190582
470110108003,493,HT - Small Town Simplicity,35.1361106,-84.8680086,POINT (-84.8680086 35.1361106),4701190772
470110109001,537,CCL - Heartland Communities,35.1352663,-84.8440239,POINT (-84.8440239 35.1352663),4701190582
470110109002,631,CCL - Heartland Communities,35.1121292,-84.8531749,POINT (-84.8531749 35.1121292),4701190962
470110110001,809,CCL - Heartland Communities,35.1257702,-84.8858505,POINT (-84.8858505 35.1257702),4701190772
470110110002,945,CCL - Heartland Communities,35.1129452,-84.8732124,POINT (-84.8732124 35.1129452),4701190962
470110110003,506,RO - Southern Satellites,35.1156518,-84.8877957,POINT (-84.8877957 35.1156518),4701190772
470110111001,722,CCL - Salt of the Earth,35.2122347,-84.7486805,POINT (-84.74868050000001 35.2122347),4701190202
470110111002,585,CCL - Heartland Communities,35.1790265,-84.800773,POINT (-84.80077300000001 35.1790265),4701190582
470110111003,916,RO - Southern Satellites,35.1555313,-84.7449614,POINT (-84.74496139999999 35.1555313),4701190582
470110111004,1451,FL - Middleburg,35.1609025,-84.8084643,POINT (-84.8084643 35.1609025),4701190392
470110112011,680,CCL - Salt of the Earth,35.2816943,-84.7709565,POINT (-84.7709565 35.2816943),4701190202
470110112012,810,CCL - Green Acres,35.2399397,-84.7950629,POINT (-84.7950629 35.2399397),4701190202
470110112013,952,FL - Middleburg,35.20236,-84.8241775,POINT (-84.8241775 35.20236),4701190202
470110112021,796,FL - Middleburg,35.2915198,-84.827401,POINT (-84.82740099999999 35.2915198),4701190202
470110112022,784,CCL - Salt of the Earth,35.2435531,-84.8183216,POINT (-84.8183216 35.2435531),4701190202
470110112023,1094,FL - Middleburg,35.22172,-84.8539884,POINT (-84.85398840000001 35.22172),4701190202
470110112024,1281,GX - In Style,35.2297626,-84.8632055,POINT (-84.86320550000001 35.2297626),4701190202
470110113001,1133,CCL - Salt of the Earth,35.2921922,-84.8815355,POINT (-84.8815355 35.2921922),4701190012
470110113002,760,CCL - Salt of the Earth,35.2202628,-84.9554747,POINT (-84.9554747 35.2202628),4701190012
470110113003,330,RO - Rooted Rural,35.1546613,-84.9849325,POINT (-84.9849325 35.1546613),4701190012
470110113004,689,RO - Southern Satellites,35.1313985,-84.9702674,POINT (-84.9702674 35.1313985),4701190012
470110114011,856,CCL - Salt of the Earth,35.2382813,-84.8920655,POINT (-84.8920655 35.2382813),4701190012
470110114012,905,GX - In Style,35.217285,-84.9024033,POINT (-84.9024033 35.217285),4701190012
470110114013,1413,CCL - Salt of the Earth,35.1930381,-84.9209799,POINT (-84.92097990000001 35.1930381),4701190012
470110114021,771,MG - Front Porches,35.180184,-84.8986927,POINT (-84.8986927 35.180184),4701191152
470110114022,488,MG - Bright Young Professionals,35.1619457,-84.9082638,POINT (-84.9082638 35.1619457),4701191152
470110115001,651,RO - Southern Satellites,35.1207612,-84.9164574,POINT (-84.9164574 35.1207612),4701190962
470110115002,683,CCL - Salt of the Earth,35.0858413,-84.9728892,POINT (-84.9728892 35.0858413),4701190962
470110115003,613,CCL - Salt of the Earth,35.0421852,-84.9472028,POINT (-84.9472028 35.0421852),4701190962
470110115004,1252,RO - Southern Satellites,35.0424537,-84.8923459,POINT (-84.8923459 35.0424537),4701190962
470110116011,717,FL - Middleburg,35.1239748,-84.81549,POINT (-84.81549 35.1239748),4701190582
470110116012,1255,RO - Southern Satellites,35.1031452,-84.7670412,POINT (-84.76704119999999 35.1031452),4701190582
470110116021,682,RO - Southern Satellites,35.0489063,-84.7855146,POINT (-84.7855146 35.0489063),4701190962
470110116022,1278,RO - Southern Satellites,35.0360079,-84.830682,POINT (-84.830682 35.0360079),4701190962
470139501001,650,RO - Rural Bypasses,36.5082699,-84.0255544,POINT (-84.0255544 36.5082699),4701390774
470139501002,252,RO - Rural Bypasses,36.5505765,-84.0934083,POINT (-84.09340829999999 36.5505765),4701390774
470139501003,379,RO - Rural Bypasses,36.4391571,-84.1761245,POINT (-84.1761245 36.4391571),4701390774
470139502001,577,RO - Rural Bypasses,36.5847255,-84.1197846,POINT (-84.1197846 36.5847255),4701390774
470139502002,446,RO - Rural Bypasses,36.5774195,-84.1543793,POINT (-84.1543793 36.5774195),4701390774
470139503001,337,RO - Southern Satellites,36.5535285,-84.1951317,POINT (-84.1951317 36.5535285),4701390774
470139503002,348,RO - Rural Bypasses,36.4859319,-84.2768535,POINT (-84.2768535 36.4859319),4701390774
470139504001,922,RO - Rooted Rural,36.2581168,-84.1523395,POINT (-84.1523395 36.2581168),4701390584
470139504002,354,RO - Rural Bypasses,36.2898355,-84.2818429,POINT (-84.2818429 36.2898355),4701390584
470139504003,626,RO - Rural Bypasses,36.2989823,-84.2077473,POINT (-84.20774729999999 36.2989823),4701390584
470139505001,891,GX - Midlife Constants,36.3389127,-84.1939029,POINT (-84.1939029 36.3389127),4701390584
470139505002,314,HT - Small Town Simplicity,36.3340132,-84.1722126,POINT (-84.17221259999999 36.3340132),4701390584
470139505003,492,RO - Southern Satellites,36.314964,-84.1935306,POINT (-84.1935306 36.314964),4701390394
470139505004,472,GX - Midlife Constants,36.3266192,-84.2001115,POINT (-84.20011150000001 36.3266192),4701390584
470139506001,444,HT - Small Town Simplicity,36.3675326,-84.1474168,POINT (-84.1474168 36.3675326),4701390394
470139506002,320,HT - Small Town Simplicity,36.3768359,-84.13006,POINT (-84.13006 36.3768359),4701390394
470139506003,309,RO - Rural Bypasses,36.3673546,-84.1315886,POINT (-84.1315886 36.3673546),4701390394
470139506004,387,HT - Small Town Simplicity,36.3686465,-84.1231002,POINT (-84.1231002 36.3686465),4701390204
470139506005,224,RO - Rural Bypasses,36.3608836,-84.1210738,POINT (-84.1210738 36.3608836),4701390204
470139507001,484,HT - Small Town Simplicity,36.3999069,-84.0981779,POINT (-84.0981779 36.3999069),4701390204
470139507002,327,SS - Senior Escapes,36.3912368,-84.0703935,POINT (-84.07039349999999 36.3912368),4701390204
470139507003,708,HT - Small Town Simplicity,36.385201,-84.0966416,POINT (-84.0966416 36.385201),4701390204
470139507004,543,HT - Small Town Simplicity,36.3745305,-84.1113,POINT (-84.1113 36.3745305),4701390204
470139508001,532,RO - Rooted Rural,36.4433397,-84.0033181,POINT (-84.0033181 36.4433397),4701390014
470139508002,495,SS - Senior Escapes,36.4167724,-83.955027,POINT (-83.955027 36.4167724),4701390014
470139509001,584,RO - Rooted Rural,36.3473125,-83.9957665,POINT (-83.9957665 36.3473125),4701390014
470139509002,629,RO - Rooted Rural,36.3910914,-84.0366385,POINT (-84.0366385 36.3910914),4701390014
